"","Country","Country_code","Series","Series_code","Year","Number"
"2081","Philippines","PHL","Access to electricity (% of population)","EG.ELC.ACCS.ZS","000","71.3"
"2082","Philippines","PHL","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","000","1129.21083726135"
"2083","Philippines","PHL","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","000","0"
"2084","Philippines","PHL","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","000","92.6000595092773"
"2085","Philippines","PHL","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","000","13.9667822106147"
"2086","Philippines","PHL","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","000","26.6700211680171"
"2087","Philippines","PHL","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","000","6.169"
"2088","Philippines","PHL","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","000","0"
"2089","Philippines","PHL","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","000","499.728950456157"
"2090","Philippines","PHL","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","000","25.6701258555973"
"2091","Philippines","PHL","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","000","37.0999984741211"
"2092","Philippines","PHL","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","000","16.2000007629395"
"2093","Philippines","PHL","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","000","46.7000007629395"
"2094","Philippines","PHL","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","000","0"
"2095","Philippines","PHL","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","000","51.3692937500814"
"2096","Philippines","PHL","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","000","-2115000000"
"2097","Philippines","PHL","GDP per capita (current US$)","NY.GDP.PCAP.CD","000","1039.70179564153"
"2098","Philippines","PHL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","000","3350.70095192345"
"2099","Philippines","PHL","GINI index (World Bank estimate)","SI.POV.GINI","000","46.17"
"2100","Philippines","PHL","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","000","11.1999998092651"
"2101","Singapore","SGP","Access to electricity (% of population)","EG.ELC.ACCS.ZS","000","100"
"2102","Singapore","SGP","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","000","20313.5475993504"
"2103","Singapore","SGP","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","000","0"
"2104","Singapore","SGP","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","000","92.5494003295898"
"2105","Singapore","SGP","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","000","0.0988441341007067"
"2106","Singapore","SGP","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","000","0"
"2107","Singapore","SGP","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","000","3.9"
"2108","Singapore","SGP","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","000","0"
"2109","Singapore","SGP","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","000","7575.43595438502"
"2110","Singapore","SGP","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","000","0.773724932891205"
"2111","Singapore","SGP","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","000","0"
"2112","Singapore","SGP","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","000","0"
"2113","Singapore","SGP","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","000","0"
"2114","Singapore","SGP","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","000","0"
"2115","Singapore","SGP","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","000","189.181243898202"
"2116","Singapore","SGP","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","000","-8666947672.90101"
"2117","Singapore","SGP","GDP per capita (current US$)","NY.GDP.PCAP.CD","000","23792.6070703118"
"2118","Singapore","SGP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","000","40928.3370484149"
"2119","Singapore","SGP","GINI index (World Bank estimate)","SI.POV.GINI","000","0"
"2120","Singapore","SGP","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","000","3.70000004768372"
"2121","Thailand","THA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","000","82.5"
"2122","Thailand","THA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","000","1564.67627874911"
"2123","Thailand","THA","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","000","0"
"2124","Thailand","THA","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","000","92.6465377807617"
"2125","Thailand","THA","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","000","8.50290039711446"
"2126","Thailand","THA","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","000","0.719309050503061"
"2127","Thailand","THA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","000","6.872"
"2128","Thailand","THA","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","000","0"
"2129","Thailand","THA","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","000","1454.06236409039"
"2130","Thailand","THA","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","000","0.532419225439428"
"2131","Thailand","THA","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","000","48.5"
"2132","Thailand","THA","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","000","17.8999996185303"
"2133","Thailand","THA","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","000","33.5999984741211"
"2134","Thailand","THA","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","000","0"
"2135","Thailand","THA","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","000","64.8402123703332"
"2136","Thailand","THA","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","000","-3388964331.1761"
"2137","Thailand","THA","GDP per capita (current US$)","NY.GDP.PCAP.CD","000","2016.04101466738"
"2138","Thailand","THA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","000","7314.54219446938"
"2139","Thailand","THA","GINI index (World Bank estimate)","SI.POV.GINI","000","42.83"
"2140","Thailand","THA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","000","2.40000009536743"
"2141","Vietnam","VNM","Access to electricity (% of population)","EG.ELC.ACCS.ZS","000","89.1"
"2142","Vietnam","VNM","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","000","365.820026301531"
"2143","Vietnam","VNM","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","000","15.5099401473999"
"2144","Vietnam","VNM","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","000","90.1561279296875"
"2145","Vietnam","VNM","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","000","22.7349215074926"
"2146","Vietnam","VNM","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","000","4.3547601133336"
"2147","Vietnam","VNM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","000","5.54"
"2148","Vietnam","VNM","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","000","0"
"2149","Vietnam","VNM","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","000","295.037156596149"
"2150","Vietnam","VNM","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","000","0"
"2151","Vietnam","VNM","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","000","65.3000030517578"
"2152","Vietnam","VNM","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","000","12.3999996185303"
"2153","Vietnam","VNM","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","000","22.2999992370605"
"2154","Vietnam","VNM","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","000","0"
"2155","Vietnam","VNM","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","000","49.9662477347537"
"2156","Vietnam","VNM","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","000","-1298000000"
"2157","Vietnam","VNM","GDP per capita (current US$)","NY.GDP.PCAP.CD","000","433.333707823148"
"2158","Vietnam","VNM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","000","2100.24307607294"
"2159","Vietnam","VNM","GINI index (World Bank estimate)","SI.POV.GINI","000","0"
"2160","Vietnam","VNM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","000","2.29999995231628"
"2161","China","CHN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","005","0"
"2162","China","CHN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","005","1457.28742236166"
"2163","China","CHN","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","005","0"
"2164","China","CHN","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","005","0"
"2165","China","CHN","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","005","11.6414841214635"
"2166","China","CHN","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","005","3.00011675774641"
"2167","China","CHN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","005","6.51"
"2168","China","CHN","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","005","0"
"2169","China","CHN","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","005","1783.86770165373"
"2170","China","CHN","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","005","0.297063649303455"
"2171","China","CHN","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","005","3.90000009536743"
"2172","China","CHN","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","005","43.4000015258789"
"2173","China","CHN","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","005","49.5"
"2174","China","CHN","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","005","0"
"2175","China","CHN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","005","34.5123814563391"
"2176","China","CHN","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","005","-90379127564.2216"
"2177","China","CHN","GDP per capita (current US$)","NY.GDP.PCAP.CD","005","1753.41780007468"
"2178","China","CHN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","005","5092.56018929034"
"2179","China","CHN","GINI index (World Bank estimate)","SI.POV.GINI","005","0"
"2180","China","CHN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","005","4.09999990463257"
"2181","Indonesia","IDN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","005","0"
"2182","Indonesia","IDN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","005","1018.45521536708"
"2183","Indonesia","IDN","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","005","23.702449798584"
"2184","Indonesia","IDN","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","005","0"
"2185","Indonesia","IDN","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","005","13.1266186400506"
"2186","Indonesia","IDN","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","005","6.8280877305111"
"2187","Indonesia","IDN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","005","7.298"
"2188","Indonesia","IDN","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","005","0"
"2189","Indonesia","IDN","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","005","500.723293252384"
"2190","Indonesia","IDN","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","005","5.19572172385672"
"2191","Indonesia","IDN","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","005","44"
"2192","Indonesia","IDN","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","005","18.7000007629395"
"2193","Indonesia","IDN","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","005","37.2000007629395"
"2194","Indonesia","IDN","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","005","0"
"2195","Indonesia","IDN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","005","34.0672676279992"
"2196","Indonesia","IDN","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","005","-5271257207.64285"
"2197","Indonesia","IDN","GDP per capita (current US$)","NY.GDP.PCAP.CD","005","1263.4814411969"
"2198","Indonesia","IDN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","005","6088.87923079173"
"2199","Indonesia","IDN","GINI index (World Bank estimate)","SI.POV.GINI","005","0"
"2200","Indonesia","IDN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","005","11.1999998092651"
"2201","Japan","JPN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","005","0"
"2202","Japan","JPN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","005","29413.0219366678"
"2203","Japan","JPN","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","005","0.28905001282692"
"2204","Japan","JPN","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","005","0"
"2205","Japan","JPN","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","005","1.22005738626421"
"2206","Japan","JPN","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","005","17.258241857422"
"2207","Japan","JPN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","005","8.5307537586188"
"2208","Japan","JPN","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","005","0"
"2209","Japan","JPN","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","005","8212.68969187544"
"2210","Japan","JPN","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","005","2.31496178583553"
"2211","Japan","JPN","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","005","4.40000009536743"
"2212","Japan","JPN","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","005","28.3999996185303"
"2213","Japan","JPN","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","005","66"
"2214","Japan","JPN","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","005","0"
"2215","Japan","JPN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","005","14.3126554118551"
"2216","Japan","JPN","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","005","46205395349.624"
"2217","Japan","JPN","GDP per capita (current US$)","NY.GDP.PCAP.CD","005","35781.1700525965"
"2218","Japan","JPN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","005","30441.3480837946"
"2219","Japan","JPN","GINI index (World Bank estimate)","SI.POV.GINI","005","0"
"2220","Japan","JPN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","005","4.40000009536743"
"2221","Korea, Rep.","KOR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","005","0"
"2222","Korea, Rep.","KOR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","005","15284.0775578004"
"2223","Korea, Rep.","KOR","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","005","1.08841001987457"
"2224","Korea, Rep.","KOR","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","005","0"
"2225","Korea, Rep.","KOR","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","005","3.14743707438983"
"2226","Korea, Rep.","KOR","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","005","18.3639225676906"
"2227","Korea, Rep.","KOR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","005","5"
"2228","Korea, Rep.","KOR","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","005","0"
"2229","Korea, Rep.","KOR","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","005","7803.84309909181"
"2230","Korea, Rep.","KOR","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","005","0.097712143634273"
"2231","Korea, Rep.","KOR","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","005","7.90000009536743"
"2232","Korea, Rep.","KOR","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","005","26.7999992370605"
"2233","Korea, Rep.","KOR","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","005","65.1999969482422"
"2234","Korea, Rep.","KOR","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","005","0"
"2235","Korea, Rep.","KOR","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","005","36.8096536052019"
"2236","Korea, Rep.","KOR","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","005","-5313200000"
"2237","Korea, Rep.","KOR","GDP per capita (current US$)","NY.GDP.PCAP.CD","005","18657.5212532106"
"2238","Korea, Rep.","KOR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","005","24219.788858625"
"2239","Korea, Rep.","KOR","GINI index (World Bank estimate)","SI.POV.GINI","005","0"
"2240","Korea, Rep.","KOR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","005","3.70000004768372"
"2241","Cambodia","KHM","Access to electricity (% of population)","EG.ELC.ACCS.ZS","005","0"
"2242","Cambodia","KHM","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","005","410.561426496644"
"2243","Cambodia","KHM","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","005","0"
"2244","Cambodia","KHM","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","005","0"
"2245","Cambodia","KHM","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","005","32.401330140132"
"2246","Cambodia","KHM","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","005","0.11263394926932"
"2247","Cambodia","KHM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","005","7.479"
"2248","Cambodia","KHM","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","005","0"
"2249","Cambodia","KHM","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","005","66.5162268812944"
"2250","Cambodia","KHM","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","005","1.55601659751037"
"2251","Cambodia","KHM","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","005","0"
"2252","Cambodia","KHM","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","005","0"
"2253","Cambodia","KHM","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","005","0"
"2254","Cambodia","KHM","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","005","60"
"2255","Cambodia","KHM","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","005","64.0847072521061"
"2256","Cambodia","KHM","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","005","-372902190.600284"
"2257","Cambodia","KHM","GDP per capita (current US$)","NY.GDP.PCAP.CD","005","472.448855862778"
"2258","Cambodia","KHM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","005","1746.87882505754"
"2259","Cambodia","KHM","GINI index (World Bank estimate)","SI.POV.GINI","005","0"
"2260","Cambodia","KHM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","005","1.29999995231628"
"2261","Hong Kong SAR, China","HKG","Access to electricity (% of population)","EG.ELC.ACCS.ZS","005","0"
"2262","Hong Kong SAR, China","HKG","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","005","0"
"2263","Hong Kong SAR, China","HKG","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","005","10.1772699356079"
"2264","Hong Kong SAR, China","HKG","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","005","0"
"2265","Hong Kong SAR, China","HKG","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","005","0.0691580497284839"
"2266","Hong Kong SAR, China","HKG","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","005","0"
"2267","Hong Kong SAR, China","HKG","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","005","5.7"
"2268","Hong Kong SAR, China","HKG","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","005","0"
"2269","Hong Kong SAR, China","HKG","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","005","5878.44184817707"
"2270","Hong Kong SAR, China","HKG","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","005","0"
"2271","Hong Kong SAR, China","HKG","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","005","0.300000011920929"
"2272","Hong Kong SAR, China","HKG","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","005","15.1000003814697"
"2273","Hong Kong SAR, China","HKG","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","005","84.6999969482422"
"2274","Hong Kong SAR, China","HKG","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","005","0"
"2275","Hong Kong SAR, China","HKG","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","005","194.65196069753"
"2276","Hong Kong SAR, China","HKG","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","005","-7046765337.84628"
"2277","Hong Kong SAR, China","HKG","GDP per capita (current US$)","NY.GDP.PCAP.CD","005","26649.750801707"
"2278","Hong Kong SAR, China","HKG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","005","36437.5441641043"
"2279","Hong Kong SAR, China","HKG","GINI index (World Bank estimate)","SI.POV.GINI","005","0"
"2280","Hong Kong SAR, China","HKG","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","005","5.59999990463257"
"2281","Lao PDR","LAO","Access to electricity (% of population)","EG.ELC.ACCS.ZS","005","0"
"2282","Lao PDR","LAO","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","005","391.863943856244"
"2283","Lao PDR","LAO","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","005","26.5662307739258"
"2284","Lao PDR","LAO","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","005","72.702262878418"
"2285","Lao PDR","LAO","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","005","36.1808216182755"
"2286","Lao PDR","LAO","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","005","0"
"2287","Lao PDR","LAO","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","005","8.363"
"2288","Lao PDR","LAO","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","005","0"
"2289","Lao PDR","LAO","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","005","0"
"2290","Lao PDR","LAO","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","005","0"
"2291","Lao PDR","LAO","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","005","0"
"2292","Lao PDR","LAO","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","005","0"
"2293","Lao PDR","LAO","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","005","0"
"2294","Lao PDR","LAO","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","005","0"
"2295","Lao PDR","LAO","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","005","34.157526536643"
"2296","Lao PDR","LAO","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","005","-27720000"
"2297","Lao PDR","LAO","GDP per capita (current US$)","NY.GDP.PCAP.CD","005","476.162404231053"
"2298","Lao PDR","LAO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","005","2622.99912433996"
"2299","Lao PDR","LAO","GINI index (World Bank estimate)","SI.POV.GINI","005","0"
"2300","Lao PDR","LAO","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","005","1.39999997615814"
"2301","Myanmar","MMR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","005","0"
"2302","Myanmar","MMR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","005","0"
"2303","Myanmar","MMR","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","005","44.5014991760254"
"2304","Myanmar","MMR","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","005","0"
"2305","Myanmar","MMR","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","005","46.687240402588"
"2306","Myanmar","MMR","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","005","1.73769034873342"
"2307","Myanmar","MMR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","005","8.711"
"2308","Myanmar","MMR","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","005","0"
"2309","Myanmar","MMR","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","005","73.3024246777574"
"2310","Myanmar","MMR","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","005","0"
"2311","Myanmar","MMR","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","005","0"
"2312","Myanmar","MMR","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","005","0"
"2313","Myanmar","MMR","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","005","0"
"2314","Myanmar","MMR","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","005","0"
"2315","Myanmar","MMR","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","005","0.17845542977487"
"2316","Myanmar","MMR","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","005","-234904379.027598"
"2317","Myanmar","MMR","GDP per capita (current US$)","NY.GDP.PCAP.CD","005","239.812811905624"
"2318","Myanmar","MMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","005","1964.67068406657"
"2319","Myanmar","MMR","GINI index (World Bank estimate)","SI.POV.GINI","005","0"
"2320","Myanmar","MMR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","005","3.40000009536743"
"2321","Philippines","PHL","Access to electricity (% of population)","EG.ELC.ACCS.ZS","005","0"
"2322","Philippines","PHL","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","005","1354.7313290184"
"2323","Philippines","PHL","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","005","7.78078985214233"
"2324","Philippines","PHL","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","005","0"
"2325","Philippines","PHL","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","005","12.6648027787415"
"2326","Philippines","PHL","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","005","23.769907094862"
"2327","Philippines","PHL","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","005","6.086"
